ProductionID,ProductID,ProductionDate,PlannedQuantity,ActualQuantity,ProductionCost,DowntimeMinutes,QualityDefects
6559,354,09/05/24,789,799,1362.76,59,25
6560,390,16/07/22,314,285,10580.41,109,0
6561,10,31/03/23,743,712,6231,144,15
6562,127,05/09/22,158,140,10991.45,79,5
6563,216,03/11/24,87,76,7796.87,2,0
6564,253,01/08/23,451,466,3505.19,100,31
6565,176,04/11/22,542,526,14275.14,43,16
6566,354,17/12/24,625,611,9008.28,56,26
6567,224,18/04/24,535,500,12230.25,160,23
6568,383,20/08/24,104,93,5481.33,0,1
6569,237,07/03/24,680,677,4566.23,97,7
6570,57,02/09/23,444,393,9970.28,108,3
6571,157,15/01/23,67,68,4165.21,87,1
6572,286,10/07/23,151,149,5709.07,134,6
6573,267,12/02/24,419,365,8332.77,140,9
6574,365,26/09/23,440,434,9177.11,7,22
6575,186,01/12/24,771,707,9965.86,95,25
6576,312,02/01/24,93,91,4793.37,116,5
6577,157,01/08/23,144,132,4844.78,126,5
6578,89,25/09/24,536,500,12249.4,1,19
6579,152,24/05/24,417,371,7685.93,44,11
6580,45,21/10/23,350,365,14505.55,17,15
6581,274,23/10/22,312,322,12098.02,82,0
6582,224,07/09/23,107,109,5206.38,25,4
6583,185,29/06/23,576,518,14812.42,28,13
6584,187,31/08/24,412,353,2849.24,155,11
6585,318,06/09/23,249,249,2815.79,157,10
6586,107,09/11/22,357,318,5209.94,109,1
6587,311,04/05/24,93,86,6149.4,150,4
6588,161,03/01/22,216,202,8172.05,124,9
6589,86,07/10/22,489,460,6777.55,87,8
6590,391,08/08/22,690,705,3945.36,20,37
6591,325,02/10/24,478,420,6795.63,113,17
6592,181,27/03/24,276,256,1335.21,155,9
6593,167,05/09/24,129,111,8672.19,53,5
6594,218,16/12/22,178,182,3778.78,91,2
6595,375,25/07/22,397,389,13953.62,91,19
6596,12,05/12/22,608,532,10809.43,97,7
6597,40,25/07/22,105,89,10857.56,79,2
6598,28,10/09/23,390,354,12504.69,164,22
6599,223,12/05/23,558,583,13497.36,57,5
6600,141,19/04/22,466,421,10273.76,150,8
6601,166,15/10/23,208,204,8065.68,96,0
6602,9,20/05/22,221,222,1517.73,13,8
6603,363,14/01/22,150,134,2784.11,131,7
6604,57,25/02/22,470,449,12295.55,79,19
6605,362,10/10/24,594,562,12137,133,24
6606,119,11/09/23,215,221,11822.95,96,13
6607,302,30/10/24,67,62,3831.91,142,2
6608,110,22/07/22,248,227,12422.17,92,4
6609,207,12/06/22,76,79,14365.99,7,0
6610,79,28/04/24,626,635,1408.49,14,31
6611,268,25/06/24,587,525,11589.48,42,20
6612,363,29/11/24,473,424,2407.91,17,16
6613,73,04/07/24,620,561,1533.6,38,19
6614,83,04/02/22,153,153,13628.08,64,2
6615,300,27/01/22,116,101,4497.82,70,1
6616,381,08/12/23,657,680,5344.34,92,10
6617,272,16/01/24,282,264,9766.08,122,15
6618,138,23/11/24,738,636,2085.23,57,41
6619,318,19/05/23,271,271,14979.03,70,5
6620,311,03/05/22,762,739,13343.96,159,28
6621,317,31/07/22,700,698,10285.52,73,24
6622,240,27/05/22,185,175,1691.8,4,1
6623,116,11/12/23,79,75,4486.3,162,4
6624,304,05/01/22,518,540,13730.19,79,31
6625,213,19/07/23,534,493,13936.83,26,22
6626,113,22/05/24,240,235,11835.13,99,14
6627,34,30/06/23,334,288,2620.51,144,8
6628,199,17/11/24,668,655,6466.33,176,33
6629,74,01/12/22,736,684,12239.88,137,14
6630,359,10/06/23,254,217,14559.57,147,14
6631,140,19/09/22,560,573,10679.89,84,37
6632,6,20/09/23,144,149,12354.28,147,4
6633,352,01/02/22,236,210,1722.08,163,6
6634,161,17/06/23,525,545,10405.11,28,36
6635,226,07/09/24,509,461,6842.48,36,9
6636,342,02/04/22,562,582,4241.81,149,7
6637,399,17/09/24,148,143,6336.48,35,8
6638,371,05/02/23,224,205,1005.21,4,2
6639,328,10/11/23,464,447,13438.02,136,21
6640,319,14/08/23,129,135,12124.92,43,8
6641,336,06/10/23,248,252,4596.79,21,4
6642,303,20/10/24,569,595,8399.58,44,14
6643,317,14/12/24,453,436,3210.81,43,24
6644,289,24/02/22,776,787,9933.14,106,34
6645,287,29/11/22,501,458,14087.46,113,29
6646,390,03/05/22,690,704,2981.27,14,29
6647,321,19/12/24,230,200,13904.01,90,13
6648,167,04/07/24,124,127,14483.51,4,8
6649,166,23/12/23,440,450,9635.76,79,2
6650,106,31/05/23,741,651,6149.09,69,27
6651,96,28/06/22,231,201,4887.92,17,4
6652,83,04/11/22,651,606,6060.99,171,0
6653,81,15/12/23,579,514,6849.83,25,9
6654,336,30/01/23,449,456,1729.95,162,7
6655,330,30/12/24,795,782,2459.84,51,11
6656,21,28/04/23,274,280,14808.78,100,13
6657,27,17/09/23,458,395,7585.98,27,0
6658,7,20/11/23,233,217,4789.13,26,2
6659,248,26/03/22,647,612,3183.79,120,2
6660,265,06/06/22,186,182,4756.91,132,1
6661,355,19/09/24,737,634,3613.66,87,35
6662,381,19/08/22,50,49,12847.22,156,0
6663,184,09/04/22,748,663,1481.04,106,12
6664,204,27/04/24,706,630,2112.58,113,27
6665,75,23/05/23,428,431,14323.62,42,9
6666,169,09/07/23,455,470,10048.38,162,8
6667,153,26/01/23,666,583,3750.24,149,5
6668,399,12/04/23,721,739,11547.86,73,5
6669,258,28/01/23,773,755,8529.19,12,21
6670,211,27/09/24,798,684,6919.27,146,34
6671,50,16/10/24,490,503,6119.1,151,2
6672,332,20/08/24,207,200,14695.96,141,3
6673,260,22/02/22,632,623,7412.05,140,38
6674,253,12/02/23,65,66,11731.89,151,3
6675,86,21/11/22,286,285,2120.01,85,4
6676,69,23/01/22,142,145,10466.92,56,7
6677,173,07/06/22,204,204,5906.69,45,8
6678,114,25/04/23,393,392,6609.54,59,17
6679,190,06/03/22,193,171,13372.8,52,5
6680,294,30/12/23,261,256,10232.59,115,3
6681,301,19/05/22,189,172,6317.92,86,5
6682,164,17/04/22,312,319,3362.76,151,19
6683,146,31/05/22,371,349,3213.75,16,22
6684,20,12/07/24,288,287,2107.3,86,14
6685,379,07/02/23,346,324,9886.62,47,14
6686,6,27/01/22,571,589,13007.27,55,29
6687,315,06/02/22,167,155,12429.51,54,6
6688,203,25/08/22,128,130,12121.83,79,6
6689,17,30/07/24,451,445,5013.03,160,3
6690,280,01/04/24,112,96,9150.11,104,0
6691,1,17/01/23,725,672,8083.14,2,15
6692,149,31/07/24,509,491,6053.23,119,20
6693,365,19/09/22,720,728,4766.84,72,20
6694,112,02/05/24,122,111,10295.51,180,5
6695,178,15/12/24,279,276,4440.38,37,3
6696,355,24/12/24,621,610,10852.12,40,34
6697,331,17/09/22,88,86,2010.19,35,3
6698,14,23/10/22,424,429,8672.77,144,18
6699,71,23/05/24,662,670,10626.8,163,39
6700,3,29/11/24,53,46,2857.48,96,2
6701,65,13/06/24,155,150,14854.69,27,6
6702,103,10/04/22,414,423,2163.7,143,17
6703,183,30/01/24,322,297,10426.3,65,8
6704,141,23/10/22,364,355,6479.73,161,17
6705,239,23/09/24,51,48,14788.23,123,2
6706,105,05/07/23,339,315,12869.04,44,17
6707,154,06/08/24,122,121,2602.79,164,1
6708,247,06/09/22,289,253,5621.31,143,2
6709,393,21/02/22,57,50,14151.75,83,1
6710,271,13/07/22,263,240,13579.86,18,3
6711,325,10/07/22,283,290,6499.51,101,7
6712,263,31/05/24,129,116,10961.49,169,5
6713,310,10/08/23,299,286,11607.8,131,5
6714,35,30/07/22,66,63,13222.81,149,1
6715,180,01/08/22,693,714,3306.48,123,46
6716,156,23/07/24,594,528,6104.43,176,32
6717,151,30/11/24,80,83,7773.81,31,5
6718,348,28/12/22,775,749,9916.39,17,24
6719,155,04/05/22,93,92,12975.92,122,2
6720,224,02/06/22,557,561,9447.69,115,26
6721,271,28/12/23,131,136,9500.5,96,0
6722,147,19/10/24,413,393,2045.07,25,18
6723,188,25/03/24,447,408,4976.48,66,8
6724,176,14/08/22,388,360,6682.82,141,1
6725,281,06/04/24,519,461,5367.73,54,28
6726,135,05/04/22,476,423,14355.61,107,16
6727,152,18/06/22,373,365,10841.65,72,3
6728,368,17/06/22,164,146,14429.32,31,4
6729,50,28/04/23,373,359,14209.02,58,7
6730,112,02/02/23,498,456,5157.63,153,30
6731,122,25/02/23,359,347,3012.34,125,13
6732,292,13/05/23,521,524,3767.5,37,32
6733,148,19/11/22,300,294,9351.11,40,12
6734,291,02/03/24,697,627,3552.22,43,9
6735,299,10/07/22,117,106,13662.9,63,4
6736,167,19/01/23,263,239,1142.33,11,7
6737,246,03/08/24,229,222,7002.05,2,14
6738,279,16/06/22,127,122,5347.5,78,0
6739,89,24/06/22,711,672,3647.23,96,33
6740,131,05/11/22,778,722,10025.84,100,26
6741,18,01/09/24,155,140,1567.98,87,2
6742,238,07/03/23,634,636,3432.14,22,15
6743,173,10/11/24,257,219,12960.47,65,5
6744,379,07/04/24,346,325,11381.08,46,9
6745,66,07/01/24,663,665,10192.65,53,10
6746,228,26/06/23,653,585,5764.77,0,15
6747,338,01/09/22,388,369,10127.1,117,9
6748,47,26/03/22,786,680,11827.02,33,15
6749,18,22/10/23,443,410,5042.12,55,11
6750,200,22/11/22,672,675,13809.98,136,6
6751,169,23/01/23,776,737,8617.3,87,37
6752,163,14/10/23,537,484,4476.72,17,31
6753,292,11/07/24,459,435,4534.04,55,10
6754,5,14/08/22,785,815,6830.97,174,52
6755,333,06/01/23,234,200,8014.66,47,9
6756,328,24/01/23,201,195,12991.44,111,9
6757,287,29/03/24,432,420,9326.76,46,15
6758,80,23/07/24,426,423,10447.04,26,8
6759,11,05/11/22,562,526,7057.8,180,13
6760,347,01/07/24,334,298,2071.05,22,17
6761,276,12/08/22,100,86,12799.84,93,0
6762,383,24/06/22,379,381,10334.78,41,1
6763,241,06/12/24,705,616,3304.25,165,4
6764,154,24/04/23,166,169,11510.23,3,3
6765,88,10/05/23,104,98,1081.01,27,1
6766,35,25/02/23,478,471,6218.29,98,5
6767,187,14/07/24,612,639,8949.38,142,0
6768,365,03/07/22,340,331,3996.54,108,11
6769,185,25/09/24,618,630,3793.68,120,23
6770,346,12/06/23,378,391,10525.74,36,16
6771,85,22/03/22,125,128,12058.23,61,7
6772,284,30/11/22,232,202,6067.34,108,11
6773,272,28/04/23,282,257,2098.85,136,17
6774,327,13/01/22,232,240,1378.77,71,13
6775,58,31/05/24,560,529,2067.75,173,5
6776,375,25/12/24,784,782,7237.97,149,45
6777,44,03/01/23,433,449,8432.04,33,1
6778,397,01/07/22,798,679,2134.02,101,20
6779,225,06/06/22,702,625,8869.68,70,34
6780,377,03/03/24,152,155,2655.08,152,9
6781,127,06/07/22,339,319,10696.94,103,12
6782,94,17/02/22,177,175,7256.85,66,11
6783,362,17/10/23,762,681,3402.15,36,34
6784,12,13/04/23,144,150,8654,121,0
6785,293,28/11/24,193,197,7559.69,115,12
6786,126,11/06/22,634,575,8370.02,115,27
6787,376,13/11/22,275,279,5170.1,68,2
6788,283,08/05/23,661,597,3776.56,160,7
6789,393,27/02/22,179,184,5351.32,151,3
6790,212,25/10/22,722,703,13872.77,156,35
6791,233,13/06/23,653,639,6003.5,65,24
6792,134,08/11/23,248,257,5266.7,70,0
6793,183,29/10/24,461,424,10876.41,58,16
6794,137,19/12/23,749,654,13105.45,147,33
6795,312,12/03/23,551,552,6201.06,171,27
6796,122,31/01/24,458,429,10822.83,167,4
6797,14,27/07/22,182,173,8996.98,47,9
6798,347,20/07/24,106,109,5979.55,163,0
6799,67,29/05/24,405,406,3916.31,169,26
6800,2,13/11/23,582,600,12856.3,146,6
6801,170,26/09/24,474,440,2399.23,46,3
6802,327,01/09/22,228,208,1437.2,178,5
6803,311,29/04/22,519,523,9979.65,109,17
6804,126,20/02/22,480,477,7368.28,108,0
6805,293,17/01/23,538,555,9202.2,113,21
6806,278,15/07/24,198,192,14666.69,94,1
6807,39,14/09/22,641,621,6754.11,55,25
6808,382,26/08/24,92,80,14851.17,133,2
6809,52,23/10/23,324,305,9574.02,121,19
6810,175,22/07/22,462,427,11798.48,161,23
6811,167,11/04/22,166,153,3225.05,129,9
6812,371,25/04/24,582,561,12340.12,174,25
6813,142,01/12/23,219,198,14591,155,8
6814,208,04/11/24,375,369,7692.64,18,5
6815,44,15/12/22,313,314,5167.79,174,1
6816,400,07/06/24,226,208,12221.9,26,0
6817,230,07/10/22,692,716,8689.03,166,20
6818,88,13/04/22,71,68,5422.64,171,3
6819,392,26/01/22,56,48,12369.71,165,2
6820,204,22/03/24,781,707,3286.84,89,8
6821,381,22/08/22,555,529,13154.04,169,33
6822,275,02/12/23,564,559,3914.6,73,25
6823,343,01/11/23,183,182,7573.23,102,8
6824,97,13/05/24,430,389,10309.18,50,21
6825,294,10/02/24,433,443,8631.52,168,2
6826,118,01/04/23,335,343,14410.29,73,10
6827,309,24/08/23,561,478,10260.48,118,31
6828,217,05/08/23,349,298,14470.48,136,4
6829,272,15/07/23,84,85,3991.27,23,2
6830,120,06/01/23,406,349,13815.27,91,5
6831,321,26/02/24,239,203,10485.75,19,5
6832,348,09/02/23,552,473,1502.6,140,7
6833,169,21/01/23,601,574,5409.87,153,24
6834,142,05/07/23,779,694,6359.23,28,30
6835,266,03/11/24,544,552,14628.92,105,30
6836,354,03/09/22,352,368,8685.84,177,20
6837,298,13/10/22,450,446,11185.81,30,22
6838,42,15/10/22,507,432,6437.08,80,27
6839,22,08/09/23,293,263,12756.01,102,14
6840,396,13/02/23,687,630,13795.98,155,16
6841,214,03/11/23,517,471,10548.61,147,9
6842,262,22/09/23,164,152,9434.07,58,5
6843,36,25/04/24,141,144,12831.34,69,7
6844,252,18/02/24,474,493,5065.49,110,22
6845,87,12/10/22,523,534,1297.1,10,27
6846,310,18/01/23,65,63,8009.04,165,1
6847,189,17/11/22,428,384,9990.05,104,20
6848,304,27/06/22,448,446,7184.54,14,13
6849,380,29/09/23,99,88,4011.88,155,1
6850,245,12/12/24,789,779,7578.68,4,0
6851,381,11/03/24,296,296,10685.08,163,10
6852,94,17/07/24,147,152,13643.98,82,1
6853,61,22/08/22,263,269,14861.29,67,2
6854,338,04/08/23,263,262,11183.97,174,14
6855,293,23/05/24,389,408,8074.76,22,22
6856,303,24/12/22,663,599,10009.2,90,16
6857,85,19/07/23,753,683,1159.83,38,42
6858,341,03/10/23,143,144,3950.54,106,8
6859,132,26/06/23,150,148,13126.03,6,8
6860,228,06/01/24,143,147,14500.37,70,1
6861,13,25/12/22,479,493,2705.97,29,17
6862,101,02/06/24,387,372,8216.31,94,11
6863,316,01/09/24,143,124,14642.92,3,0
6864,207,12/05/23,716,708,3177.82,103,35
6865,139,01/08/24,681,658,9243.95,176,39
6866,179,15/08/24,467,462,12021.64,18,26
6867,258,20/09/24,490,469,9397.6,20,28
6868,350,11/06/23,770,808,6716.33,70,27
6869,258,18/07/22,631,560,4446.44,169,37
6870,392,14/12/22,765,655,4598.42,46,11
6871,100,04/03/22,177,158,9482,169,3
6872,133,15/07/23,468,437,11689.92,4,18
6873,260,01/01/23,395,408,9438.05,42,21
6874,293,07/01/22,636,614,7878.78,171,31
6875,74,29/07/24,397,342,2405.05,5,14
6876,64,20/11/24,624,560,1797.88,67,22
6877,319,27/07/23,796,713,12801.36,150,30
6878,210,01/05/24,644,624,9662.87,37,5
6879,296,28/08/24,209,219,7417,155,8
6880,249,14/10/22,584,561,8734.9,22,18
6881,324,29/04/22,496,475,13252.49,34,5
6882,380,15/07/24,775,664,6351.68,129,15
6883,20,07/09/24,334,328,12913.25,1,9
6884,370,15/09/24,534,470,5825.06,63,11
6885,389,14/01/24,165,173,11627.82,110,10
6886,137,26/07/24,623,574,8760.56,129,7
6887,321,29/05/24,251,242,4319.81,147,10
6888,68,28/03/23,603,569,2321.36,177,22
6889,367,19/03/22,292,276,2583.78,59,10
6890,258,21/02/24,541,483,2069.76,101,30
6891,291,09/09/23,770,723,13504.2,2,36
6892,38,12/10/23,257,268,3968.19,146,6
6893,182,24/05/23,614,554,5625.59,147,33
6894,106,07/07/22,329,279,12874.28,61,6
6895,47,26/04/23,696,670,13504.67,142,21
6896,57,26/04/22,431,439,3635.73,105,28
6897,238,18/08/24,329,317,10202.11,62,15
6898,86,03/03/24,378,383,6808.39,59,21
6899,339,08/03/24,324,276,2880.17,159,18
6900,328,13/11/23,218,223,5561.64,79,0
6901,35,17/05/24,734,736,11957.3,174,7
6902,214,08/08/24,374,359,11229.22,112,8
6903,167,03/12/23,300,305,7442.81,166,9
6904,314,28/07/22,301,268,2132.13,16,2
6905,235,22/03/22,131,123,4335.63,166,1
6906,236,19/04/24,789,794,14156.8,129,3
6907,255,16/07/24,439,386,10952.28,106,16
6908,113,20/01/23,167,169,9589.82,74,1
6909,378,02/03/22,624,532,13368.65,135,35
6910,134,12/08/22,137,142,2400.47,83,3
6911,200,18/07/22,437,436,14542.33,105,18
6912,341,09/09/23,556,571,4301.72,102,29
6913,363,27/09/22,53,45,3528.34,161,2
6914,311,25/03/22,491,442,13930.83,18,21
6915,42,19/01/24,707,689,8169.5,48,40
6916,1,23/01/22,421,391,4968.08,92,26
6917,302,12/11/22,388,336,5060.33,138,22
6918,288,02/06/24,339,337,11012.88,69,12
6919,143,27/10/22,799,765,9240.57,30,5
6920,294,22/11/24,190,162,6050.32,159,2
6921,335,12/11/23,163,155,14078.04,152,10
6922,184,13/06/23,198,194,6664.21,75,1
6923,350,17/02/24,290,295,2451.91,12,7
6924,169,29/06/24,770,808,6627.2,109,33
6925,165,20/12/23,209,191,14754,43,0
6926,53,19/03/22,377,350,2584.38,27,22
6927,47,04/03/22,117,100,10703.17,91,5
6928,310,13/04/23,679,632,5264.37,55,15
6929,98,26/12/22,294,254,6906.41,42,3
6930,74,09/11/24,356,352,5556.21,161,13
6931,245,01/03/23,204,198,1061.75,160,8
6932,287,04/05/24,333,290,10385.92,11,11
6933,121,01/09/22,456,475,5252.55,13,12
6934,25,16/02/24,223,229,4111.76,26,0
6935,49,25/04/24,244,240,6371.37,22,11
6936,287,02/03/24,142,145,4001.72,132,6
6937,273,04/09/24,480,431,8149.09,113,9
6938,367,19/10/22,246,226,4325.63,152,2
6939,358,19/03/22,614,524,10387.03,36,7
6940,193,11/04/22,581,529,4433.64,4,26
6941,25,26/03/22,128,113,13037.98,19,1
6942,160,27/07/22,350,320,3683.62,152,3
6943,319,07/02/22,727,634,11881.5,171,14
6944,193,30/09/22,80,78,14590.92,65,0
6945,3,14/02/24,613,577,13330.6,95,0
6946,332,31/01/22,268,244,1791.32,6,7
6947,351,19/05/23,318,307,10614.82,31,20
6948,151,03/08/23,676,655,9566.69,91,33
6949,275,28/03/23,373,386,9229.25,63,4
6950,194,18/05/23,667,596,7158.88,148,4
6951,241,04/03/22,253,219,12859,154,12
6952,291,25/05/23,724,751,14979.81,44,0
6953,232,25/05/24,762,657,1866.44,145,35
6954,146,14/09/22,97,95,5916.7,121,0
6955,362,25/08/22,433,413,13291.75,38,16
6956,132,29/11/23,526,469,8149.31,83,17
6957,368,03/12/24,342,292,8285.27,148,9
6958,355,28/05/24,579,597,6728.18,25,16
6959,113,20/05/24,766,688,12677.51,18,32
6960,87,05/05/23,390,389,8804.28,95,19
6961,280,30/10/23,432,437,11670.12,89,22
6962,322,21/06/23,671,571,5738.02,159,9
6963,234,30/03/23,516,513,12036.85,65,30
6964,264,21/02/22,259,248,13077.8,148,4
6965,293,17/02/22,510,442,8107.51,43,26
6966,228,27/11/24,788,792,10125.22,58,34
6967,247,29/11/23,195,172,4201.72,62,9
6968,399,25/09/24,687,696,5349.94,155,8
6969,181,11/06/24,326,321,14053.29,0,8
6970,3,31/05/23,589,508,10390.22,147,8
6971,171,26/02/22,245,213,12662.67,37,12
6972,254,13/10/23,619,567,7526.44,34,23
6973,343,21/05/23,654,562,5712.65,74,31
6974,25,10/03/22,54,47,3545.3,164,2
6975,49,24/08/22,337,348,9250.97,62,13
6976,278,10/02/23,658,591,2973.58,37,9
6977,165,10/01/24,339,288,14040.8,114,5
6978,265,06/05/24,315,290,14145.77,24,15
6979,113,22/02/23,254,249,12001.27,106,5
6980,20,06/08/24,727,749,3476.14,7,8
6981,324,19/08/23,203,205,3621.5,177,6
6982,129,18/02/23,172,175,8500.04,8,1
6983,321,04/01/22,153,137,5000.82,101,4
6984,313,23/09/24,727,728,11919.4,0,13
6985,67,11/05/24,265,255,6069.42,148,16
6986,240,06/06/24,582,591,1604.25,89,36
6987,11,14/02/22,765,684,1409.17,107,11
6988,265,02/07/23,187,173,4464.63,165,4
6989,275,27/06/24,284,244,14388.62,4,2
6990,167,20/04/22,481,465,1395.3,121,26
6991,193,03/10/24,258,261,13707.95,103,10
6992,135,01/04/24,411,371,8068.72,128,14
6993,374,25/05/22,557,493,13625.97,91,19
6994,170,08/05/22,761,654,3375.98,72,40
6995,271,08/02/24,90,92,12357.04,29,4
6996,80,05/09/23,190,191,8362.32,180,6
6997,28,27/08/22,578,580,6041.43,59,34
6998,387,07/12/24,139,143,10354.37,23,7
6999,14,04/11/23,83,81,2735.71,179,5
7000,338,15/12/22,527,540,14709.88,121,34
7001,176,14/07/24,454,462,11688.25,89,23
7002,133,09/02/22,767,796,7694.81,110,3
7003,33,07/10/24,537,483,9811.72,21,32
7004,41,30/06/24,247,232,1223.28,7,0
7005,257,13/04/24,542,477,8981.34,45,26
7006,340,05/09/24,85,83,4929.91,162,5
7007,123,21/09/24,137,139,6379.98,48,0
7008,130,14/03/24,724,700,2543.72,85,36
7009,66,13/09/23,602,573,13868.82,178,0
7010,390,14/05/24,737,694,1815.48,127,36
7011,101,06/03/24,173,147,6157.2,145,0
7012,183,03/05/22,313,275,9477.91,42,7
7013,214,07/05/24,108,109,2535.55,41,1
7014,38,29/09/24,264,259,10471.16,140,3
7015,8,23/04/23,793,786,1835.26,59,27
7016,396,22/07/23,271,282,9349.36,120,16
7017,215,07/06/23,143,137,13348.38,47,9
7018,259,12/03/22,719,685,14221.17,121,12
7019,101,07/07/24,723,615,4399.62,54,13
7020,346,01/05/22,744,723,8742.03,96,39
7021,284,04/11/23,612,569,8480.43,141,20
7022,150,28/03/22,790,712,3392.42,143,43
7023,312,16/05/24,722,719,13341.93,121,33
7024,264,26/10/24,137,120,9915.72,172,8
7025,398,22/12/24,215,217,10233.58,24,10
7026,149,09/09/22,255,236,1992.92,107,4
7027,52,16/07/22,353,339,5302.86,66,6
7028,23,14/06/22,167,148,9995.15,88,3
7029,189,16/06/22,332,332,6362.22,118,19
7030,160,03/05/22,466,402,9325.87,71,5
7031,365,22/02/23,745,733,5420.92,134,42
7032,274,26/04/24,601,602,3322.15,69,14
7033,93,25/09/24,286,243,12272.83,66,10
7034,142,01/10/24,154,152,3164.51,107,2
7035,229,22/10/24,294,251,13627.74,75,0
7036,11,10/07/23,534,479,2074.79,138,16
7037,9,27/02/23,445,417,11576.2,44,7
7038,206,19/04/23,696,726,5683.16,92,17
7039,233,09/06/22,169,164,9696.84,30,7
7040,332,10/03/22,68,58,8272.16,20,3
7041,274,15/08/24,334,327,9614.68,93,14
7042,228,22/01/22,763,776,11972.95,46,42
7043,222,07/05/24,363,339,4859.68,149,7
7044,297,08/06/24,442,434,13774.95,36,23
7045,68,05/10/22,55,56,10134.37,143,0
7046,42,27/11/22,295,261,7151.33,92,3
7047,251,10/06/24,390,384,6397.97,59,22
7048,320,04/03/23,791,736,4012.67,12,0
7049,55,24/12/22,208,203,10034.11,128,7
7050,383,30/11/24,713,669,3780.13,161,36
7051,44,13/02/24,746,691,1940.17,141,29
7052,24,08/10/24,714,720,3273.78,140,27
7053,399,21/06/22,271,271,2304.54,40,16
7054,125,24/02/24,740,631,5593.94,100,26
7055,229,13/07/24,443,446,10586.33,165,21
7056,11,28/12/23,666,663,8814.35,131,29
7057,259,18/05/24,730,678,3816.95,142,0
7058,38,29/09/24,100,86,14622.36,103,4
7059,373,02/07/24,457,393,3891.34,106,4
7060,366,16/10/22,377,321,3778.72,101,7
7061,242,29/07/23,323,316,6535.14,83,2
7062,316,29/12/22,178,164,1746.71,170,9
7063,125,26/05/23,721,709,5297.88,7,38
7064,349,14/01/23,459,416,4592.15,134,4
7065,368,05/07/24,62,61,9113.86,83,4
7066,31,26/12/22,747,714,7976.77,6,24
7067,392,12/12/24,361,366,1432.23,103,20
7068,380,06/07/22,552,548,4074.5,172,7
7069,80,05/06/22,201,184,10190.98,142,11
7070,360,03/10/22,226,226,1713.86,160,5
7071,165,20/04/24,610,518,1504.55,16,11
7072,216,04/04/23,161,137,10449.36,119,2
7073,4,26/09/22,620,571,6510.43,24,2
7074,247,15/02/23,493,486,3760.98,69,18
7075,172,06/09/22,334,327,1107.37,156,13
7076,63,24/12/23,383,348,4475.59,1,2
7077,54,21/11/23,148,141,12014.42,58,1
7078,2,11/11/22,148,154,10312.14,125,10
7079,84,30/04/23,505,435,10496,80,29
7080,302,29/10/24,323,281,5604.87,104,13
7081,157,13/07/24,54,53,10745.51,35,2
7082,378,19/11/24,293,270,8280.15,36,9
7083,286,18/06/22,599,538,5980.82,169,5
7084,54,19/06/22,106,98,10312.03,168,3
7085,27,15/03/23,441,418,8117.84,142,13
7086,191,26/01/24,127,124,2683.97,18,6
7087,113,06/11/23,425,414,14039.25,97,24
7088,149,30/11/23,799,765,9514.04,0,29
7089,248,16/01/22,207,186,8905.43,45,6
7090,189,26/04/22,197,191,11225.07,160,10
7091,56,28/07/23,404,420,4103.1,67,4
7092,69,08/05/23,647,602,4126.9,172,25
7093,190,29/06/24,379,393,14754.03,85,18
7094,82,10/05/24,402,383,5946.69,18,15
7095,277,22/05/23,733,627,8077.35,112,37
7096,175,03/12/22,799,700,8739.94,24,10
7097,166,26/08/24,517,482,1733.19,163,2
7098,186,14/07/22,546,518,9563.99,101,26
7099,217,27/03/24,166,168,10232.8,141,8
7100,165,31/08/23,437,456,4553.12,125,21
7101,118,01/07/23,108,110,11086.8,60,7
7102,190,02/08/22,778,750,8626.87,48,10
7103,136,09/03/22,145,129,9446.21,107,6
7104,133,05/10/24,121,103,1829.22,119,5
7105,371,10/09/24,58,53,7291.63,141,3
7106,20,02/11/23,475,470,2797.95,30,20
7107,259,10/09/22,261,230,1105.78,52,2
7108,297,04/02/24,315,309,11954.42,47,18
7109,7,28/09/24,559,535,9003.01,151,0
7110,132,03/04/23,628,595,5113.79,35,22
7111,178,07/08/24,477,451,5087.33,50,0
7112,236,09/04/24,241,225,14609.02,31,12
7113,218,24/04/23,277,266,10962.51,176,1
7114,58,14/09/23,256,234,14913.7,115,15
7115,108,04/02/22,321,322,4037.75,10,2
7116,163,21/06/22,181,183,6112.52,109,11
7117,193,17/05/24,607,545,14509.09,178,26
7118,283,29/10/23,699,658,13776.31,0,9
7119,145,21/04/23,792,771,11058.18,147,39
7120,321,14/12/23,625,609,1961.44,11,14
7121,173,13/07/24,90,81,1739.38,49,5
7122,247,18/10/23,631,584,13006.76,64,19
7123,321,20/09/24,573,569,11636.39,127,12
7124,18,29/11/23,165,149,6332.52,165,1
7125,108,09/10/22,178,160,14521.66,116,2
7126,170,22/02/24,736,662,14222.14,88,21
7127,271,15/05/22,571,555,5003.54,167,2
7128,41,31/03/23,140,124,13162.83,66,1
7129,172,18/06/24,346,319,6376.16,8,15
7130,249,14/10/23,301,292,12017.36,43,5
7131,70,05/08/24,643,615,5580.8,143,17
7132,391,17/12/24,130,120,5942.57,146,4
7133,296,28/11/24,302,266,1805.83,43,1
7134,296,30/11/23,759,736,5219.03,78,29
7135,249,18/07/24,614,563,4944.33,145,1
7136,104,13/03/24,303,301,2361.59,141,10
7137,304,22/09/24,553,542,10387.5,44,18
7138,82,12/01/23,381,346,1456.55,147,10
7139,80,21/05/23,485,460,13437.04,175,13
