ShipmentID,OrderID,CarrierID,WarehouseID,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ShippingCost,ShipmentStatus,TrackingNumber
15721,20827,24,3,22/04/24,28/04/24,,28.91,Delivered,TRK409540022
15722,20828,7,1,09/02/24,10/02/24,09/02/24,43.81,Delivered,TRK984353967
15723,20829,11,15,03/09/24,09/09/24,11/09/24,6.59,In Transit,TRK399856385
15724,20830,2,17,14/01/22,16/01/22,,6.11,Delivered,TRK392014886
15725,20831,2,6,01/02/24,06/02/24,08/02/24,28.21,Delivered,TRK945588769
15726,20832,13,4,10/12/22,14/12/22,15/12/22,47.2,In Transit,TRK287071904
15727,20833,12,17,20/12/23,21/12/23,,27.24,In Transit,TRK810356195
15728,20835,20,20,13/09/24,20/09/24,,40.46,Delivered,TRK145588511
15729,20836,7,12,17/08/22,18/08/22,18/08/22,45.75,In Transit,TRK955124396
15730,20837,11,8,11/05/23,13/05/23,15/05/23,35.08,Delivered,TRK909749636
15731,20838,16,4,27/10/22,01/11/22,,19.12,Delivered,TRK395539359
15732,20839,7,12,02/08/22,04/08/22,05/08/22,43.4,Delivered,TRK717288732
15733,20841,21,8,11/08/22,15/08/22,,24.83,Delayed,TRK108636201
15734,20842,9,4,17/05/22,19/05/22,,30.06,Delayed,TRK671766768
15735,20844,6,16,04/09/24,13/09/24,12/09/24,36.2,Delivered,TRK890506534
15736,20846,23,1,11/08/23,14/08/23,,42.58,Delivered,TRK372808365
15737,20847,18,4,09/02/23,16/02/23,18/02/23,25.62,Delivered,TRK106897246
15738,20849,4,17,01/12/24,10/12/24,,19.87,Delivered,TRK521425453
15739,20851,19,20,15/12/23,16/12/23,,43.76,Delivered,TRK646178365
15740,20852,14,7,08/09/24,09/09/24,09/09/24,35.43,Delayed,TRK118673032
15741,20854,5,5,20/01/22,28/01/22,30/01/22,43.45,Delivered,TRK886862600
15742,20856,2,13,04/05/23,08/05/23,09/05/23,15.98,Delivered,TRK585122025
15743,20859,8,13,10/12/23,14/12/23,,44.39,In Transit,TRK175827010
15744,20860,20,1,14/02/23,21/02/23,,37.55,Delivered,TRK944811097
15745,20861,11,2,24/10/24,26/10/24,25/10/24,9.8,Delivered,TRK453955984
15746,20862,16,16,19/01/24,28/01/24,30/01/24,16.94,In Transit,TRK245441824
15747,20864,5,5,07/04/23,17/04/23,17/04/23,9.39,In Transit,TRK549822899
15748,20865,3,6,28/12/23,30/12/23,01/01/24,14.02,Delivered,TRK218537298
15749,20868,7,12,22/12/23,27/12/23,28/12/23,30.07,Delayed,TRK442510929
15750,20869,18,5,02/03/23,12/03/23,14/03/23,30.49,Delayed,TRK252805990
15751,20871,1,10,17/02/24,24/02/24,24/02/24,12.63,In Transit,TRK898932934
15752,20872,22,18,04/12/22,06/12/22,06/12/22,40.51,Delivered,TRK605836285
15753,20873,5,4,09/03/24,14/03/24,,30.29,In Transit,TRK868444961
15754,20877,12,16,04/02/24,08/02/24,08/02/24,20.09,Delivered,TRK695174917
15755,20879,16,8,29/05/23,07/06/23,06/06/23,12.25,Delivered,TRK391079172
15756,20880,21,19,10/01/24,20/01/24,22/01/24,46.75,Delivered,TRK656254028
15757,20882,8,14,08/02/22,16/02/22,16/02/22,37.18,Delivered,TRK167289698
15758,20883,17,17,17/08/22,27/08/22,26/08/22,33.29,Delivered,TRK920288363
15759,20884,21,12,13/06/22,23/06/22,23/06/22,16.42,In Transit,TRK677601193
15760,20885,3,1,23/06/24,25/06/24,25/06/24,44.71,Delivered,TRK458930337
15761,20886,13,19,07/08/22,08/08/22,08/08/22,20.5,In Transit,TRK971964011
15762,20887,23,10,29/11/24,08/12/24,08/12/24,32.79,In Transit,TRK402857463
15763,20888,17,3,27/11/24,07/12/24,09/12/24,40.12,Delivered,TRK610364484
15764,20889,18,13,18/04/23,22/04/23,21/04/23,14.52,Delivered,TRK831556936
15765,20890,2,19,05/08/23,06/08/23,08/08/23,41.1,Delivered,TRK873340338
15766,20892,22,6,20/10/22,25/10/22,24/10/22,37.8,Delivered,TRK909496756
15767,20893,3,16,23/11/24,30/11/24,30/11/24,36.64,Delayed,TRK658744640
15768,20894,1,8,07/08/23,12/08/23,14/08/23,28.23,In Transit,TRK639701503
15769,20895,8,3,03/09/23,04/09/23,06/09/23,35.49,In Transit,TRK198015624
15770,20896,24,10,01/12/23,03/12/23,,39.28,Delivered,TRK333084342
15771,20898,5,18,31/08/22,04/09/22,04/09/22,32.18,In Transit,TRK334646070
15772,20899,1,13,21/05/23,26/05/23,26/05/23,26.1,Delivered,TRK316369185
15773,20901,1,4,03/06/23,11/06/23,,45.06,In Transit,TRK201091350
15774,20902,21,16,05/10/24,06/10/24,06/10/24,32.17,In Transit,TRK729316652
15775,20903,7,1,09/01/24,16/01/24,,49.53,Delivered,TRK600530454
15776,20904,11,3,05/08/24,12/08/24,14/08/24,20.56,Delivered,TRK369561023
15777,20905,12,4,19/01/24,23/01/24,23/01/24,46.82,Delivered,TRK680143689
15778,20906,13,10,04/04/22,14/04/22,13/04/22,35.89,Delivered,TRK600362985
15779,20907,17,20,18/02/23,21/02/23,,25.13,Delivered,TRK570434449
15780,20910,13,2,19/07/23,28/07/23,,34.15,Delivered,TRK415695226
15781,20911,23,9,11/04/24,21/04/24,22/04/24,20.83,Delivered,TRK578617141
15782,20913,19,5,10/04/23,11/04/23,13/04/23,42.31,In Transit,TRK254195697
15783,20914,12,5,19/01/23,28/01/23,29/01/23,36.34,Delivered,TRK602376660
15784,20915,14,13,03/02/23,06/02/23,07/02/23,11.06,Delivered,TRK496567836
15785,20916,2,9,04/04/22,07/04/22,06/04/22,49.16,Delivered,TRK586334882
15786,20917,20,1,22/01/24,24/01/24,26/01/24,39.58,Delivered,TRK206836584
15787,20918,13,16,05/02/22,08/02/22,07/02/22,40.98,Lost,TRK902765754
15788,20919,9,20,01/01/23,11/01/23,18/01/23,7.68,Delivered,TRK124037189
15789,20921,6,1,27/04/23,04/05/23,06/05/23,18.79,In Transit,TRK779847849
15790,20922,7,12,28/09/24,06/10/24,05/10/24,44.93,In Transit,TRK641493643
15791,20923,16,1,14/12/23,20/12/23,21/12/23,37.09,Delivered,TRK927321386
15792,20924,11,16,25/03/23,28/03/23,29/03/23,18.89,Delivered,TRK779806200
15793,20925,25,10,10/01/24,15/01/24,17/01/24,10.19,In Transit,TRK903700517
15794,20926,22,9,11/02/22,21/02/22,23/02/22,40.61,Delayed,TRK171398945
15795,20928,1,13,05/09/22,11/09/22,10/09/22,17.31,In Transit,TRK259041941
15796,20930,3,19,06/04/23,12/04/23,,7.83,Delivered,TRK892125941
15797,20932,24,12,29/11/22,07/12/22,06/12/22,20.84,In Transit,TRK605722903
15798,20933,4,5,20/09/23,30/09/23,01/10/23,36.46,Delivered,TRK510043274
15799,20934,15,14,20/01/24,27/01/24,26/01/24,32.76,Delivered,TRK409796024
15800,20935,12,7,16/04/23,18/04/23,,14.72,Delivered,TRK794346729
15801,20936,10,14,12/06/22,16/06/22,16/06/22,29.08,Delivered,TRK434828896
15802,20939,6,3,09/04/22,19/04/22,,24.2,Delivered,TRK849894905
15803,20941,24,3,15/09/22,25/09/22,27/09/22,47.56,Delivered,TRK516881110
15804,20943,5,9,09/12/22,11/12/22,12/12/22,28.54,In Transit,TRK529818713
15805,20944,23,7,29/07/24,08/08/24,12/08/24,34.05,Delivered,TRK907887046
15806,20946,22,5,18/06/22,28/06/22,,12.2,In Transit,TRK432698493
15807,20947,15,9,30/12/22,02/01/23,03/01/23,21.13,In Transit,TRK825978417
15808,20948,1,12,19/09/23,21/09/23,20/09/23,25.34,Delivered,TRK271663431
15809,20949,15,9,19/03/23,23/03/23,23/03/23,15.07,Delivered,TRK518716080
15810,20951,8,8,30/04/23,08/05/23,10/05/23,24.99,Delivered,TRK815745858
15811,20952,17,10,18/08/22,22/08/22,24/08/22,31.48,In Transit,TRK424208391
15812,20953,22,12,18/01/24,27/01/24,29/01/24,30.27,Delivered,TRK929615416
15813,20955,21,6,22/10/23,28/10/23,27/10/23,23.83,Delivered,TRK145158246
15814,20956,8,2,13/10/22,21/10/22,23/10/22,42.54,Delivered,TRK237316914
15815,20958,20,10,23/10/23,24/10/23,,10.85,Delivered,TRK114316439
15816,20959,17,9,09/01/22,15/01/22,16/01/22,6.79,Delivered,TRK961209252
15817,20961,23,7,19/01/23,20/01/23,,44.66,Delivered,TRK496990254
15818,20962,7,4,15/05/24,18/05/24,17/05/24,41.82,Delivered,TRK667096457
15819,20966,21,15,19/12/23,29/12/23,31/12/23,9.02,Delivered,TRK479538139
15820,20967,2,10,12/08/22,17/08/22,19/08/22,49.45,Delivered,TRK462938513
15821,20969,19,15,24/07/23,29/07/23,28/07/23,6.75,In Transit,TRK578095307
15822,20970,11,9,02/09/22,06/09/22,,16.82,In Transit,TRK629609667
15823,20971,10,12,06/03/22,11/03/22,13/03/22,36.77,Delayed,TRK568298565
15824,20972,5,15,26/03/24,04/04/24,04/04/24,28.15,In Transit,TRK519692278
15825,20973,14,11,13/04/22,18/04/22,,11.23,Delivered,TRK911148832
15826,20974,1,5,01/01/24,05/01/24,07/01/24,10.02,Delivered,TRK353683659
15827,20975,24,10,18/03/24,23/03/24,,25.66,Delivered,TRK410388767
15828,20976,13,19,03/11/24,08/11/24,07/11/24,30.17,In Transit,TRK303614388
15829,20977,2,13,01/11/24,08/11/24,,41.94,Delivered,TRK568250523
15830,20978,2,12,22/02/23,27/02/23,28/02/23,17.63,Delayed,TRK496259721
15831,20979,15,3,20/02/23,23/02/23,24/02/23,31.85,Delivered,TRK813841937
15832,20982,20,9,25/01/23,28/01/23,,45.71,In Transit,TRK774883618
15833,20983,9,19,07/03/23,14/03/23,17/03/23,34.2,Delivered,TRK775029917
15834,20984,9,15,21/05/24,23/05/24,22/05/24,30.8,Delivered,TRK576914979
15835,20985,7,9,17/08/22,22/08/22,22/08/22,19.07,Delivered,TRK887101637
15836,20990,19,15,04/10/24,13/10/24,,24.81,Delivered,TRK248759903
15837,20991,9,18,13/05/23,17/05/23,16/05/23,36.52,Delivered,TRK876697870
15838,20992,6,17,14/09/23,18/09/23,,21.36,Delivered,TRK743313605
15839,20993,20,12,22/10/23,27/10/23,28/10/23,41.98,Delivered,TRK192105128
15840,20995,22,7,03/01/24,12/01/24,,22.68,Delivered,TRK667259672
15841,20997,24,4,17/04/22,24/04/22,25/04/22,5.46,Delayed,TRK466263190
15842,20998,14,7,22/05/22,29/05/22,,32.11,Delivered,TRK403977462
15843,20999,13,4,28/10/23,05/11/23,06/11/23,38.64,Delivered,TRK523964188
15844,21000,24,6,01/12/22,11/12/22,18/12/22,12.16,Delivered,TRK744714998
15845,21001,23,9,28/07/23,03/08/23,03/08/23,8.55,Delayed,TRK696365038
15846,21002,3,10,16/03/23,22/03/23,,34.53,Delivered,TRK253280420
15847,21006,18,16,08/12/24,17/12/24,19/12/24,14.78,Delivered,TRK481442266
15848,21007,16,6,02/04/24,06/04/24,,39.77,Delayed,TRK253119067
15849,21008,11,2,31/03/23,01/04/23,03/04/23,48.93,In Transit,TRK193737359
15850,21009,1,10,03/12/22,11/12/22,12/12/22,6.38,Delivered,TRK205807634
15851,21011,8,9,02/05/24,03/05/24,,16.11,Delivered,TRK867134349
15852,21012,5,13,07/09/23,14/09/23,16/09/23,30.34,Delayed,TRK195528163
15853,21013,11,19,22/09/23,24/09/23,25/09/23,35.36,In Transit,TRK641093423
15854,21014,9,17,29/01/24,04/02/24,,43.28,Delivered,TRK317084350
15855,21015,2,3,04/01/24,05/01/24,,45.32,Delivered,TRK760790205
15856,21016,1,19,19/07/23,28/07/23,03/08/23,39.72,Delivered,TRK611788285
15857,21017,14,7,10/11/23,12/11/23,11/11/23,20.87,In Transit,TRK497504149
15858,21018,23,9,24/11/23,03/12/23,04/12/23,5.14,Delivered,TRK749041169
15859,21020,1,6,22/06/23,29/06/23,,34.6,Delivered,TRK422414975
15860,21021,5,7,18/04/23,21/04/23,23/04/23,36.61,Delivered,TRK759187741
15861,21022,23,17,10/03/22,18/03/22,19/03/22,29.24,Delivered,TRK344807094
15862,21024,9,19,11/01/24,17/01/24,17/01/24,45.75,Delivered,TRK572207887
15863,21025,3,11,23/10/23,26/10/23,27/10/23,21.49,Delivered,TRK985812522
15864,21026,19,14,03/07/23,07/07/23,08/07/23,9.48,In Transit,TRK977295560
15865,21027,14,18,04/10/24,12/10/24,11/10/24,16.74,Delivered,TRK790395345
15866,21028,17,1,23/11/22,01/12/22,,37.28,In Transit,TRK963006190
15867,21029,25,13,29/10/24,05/11/24,,11.95,Delivered,TRK791750079
15868,21032,6,10,03/12/23,11/12/23,12/12/23,48.87,Delayed,TRK366137051
15869,21034,25,12,20/01/22,27/01/22,29/01/22,48.63,Delivered,TRK533154906
15870,21035,25,7,21/01/23,31/01/23,02/02/23,30.98,Delivered,TRK177582471
15871,21037,18,20,05/10/22,11/10/22,12/10/22,15.88,Delivered,TRK604016996
15872,21039,5,13,29/04/23,07/05/23,07/05/23,8.72,In Transit,TRK289489527
15873,21040,7,3,29/09/23,06/10/23,06/10/23,34.91,Delivered,TRK544257087
15874,21042,18,18,02/10/24,03/10/24,05/10/24,19.81,Delivered,TRK225505389
15875,21043,21,6,22/05/24,31/05/24,01/06/24,20.24,Delivered,TRK170215323
15876,21044,9,12,01/02/24,10/02/24,14/02/24,48.91,Delivered,TRK905789121
15877,21045,16,19,01/12/24,04/12/24,,18.22,Delivered,TRK966245299
15878,21046,17,7,17/08/23,21/08/23,21/08/23,34.51,Delayed,TRK777771480
15879,21047,23,5,28/04/24,05/05/24,06/05/24,11.02,Delivered,TRK816923426
15880,21048,12,2,30/08/24,08/09/24,08/09/24,30.72,Delivered,TRK746905786
15881,21049,18,9,27/03/24,04/04/24,03/04/24,6.82,Delivered,TRK499965230
15882,21050,24,12,18/05/24,19/05/24,20/05/24,7.26,Delivered,TRK333375935
15883,21051,11,19,03/11/24,08/11/24,10/11/24,43.26,Delivered,TRK489797006
15884,21052,16,13,28/12/22,02/01/23,01/01/23,20.32,Delivered,TRK760057853
15885,21054,14,12,26/09/23,29/09/23,28/09/23,18.32,Delivered,TRK337317463
15886,21056,7,5,06/03/23,09/03/23,,18.8,Delivered,TRK747582147
15887,21057,24,18,18/01/23,28/01/23,28/01/23,15.32,Delivered,TRK424895312
15888,21058,8,20,18/12/24,22/12/24,23/12/24,18.96,Delayed,TRK467706972
15889,21059,16,7,03/09/23,04/09/23,03/09/23,29.87,Delivered,TRK383836347
15890,21061,20,14,31/05/24,05/06/24,07/06/24,23.79,Delivered,TRK510144916
15891,21063,2,14,15/05/23,20/05/23,,9.38,In Transit,TRK130830353
15892,21065,10,15,03/08/23,10/08/23,11/08/23,46.12,Delivered,TRK287782395
15893,21067,12,18,09/07/23,16/07/23,,21.2,Delivered,TRK180205454
15894,21068,11,11,06/12/24,08/12/24,09/12/24,43.54,Delivered,TRK372116758
15895,21069,4,18,31/10/22,05/11/22,06/11/22,17.24,Delivered,TRK943983756
15896,21072,12,11,01/11/23,09/11/23,,16.59,Delivered,TRK178118749
15897,21073,16,18,21/03/23,28/03/23,,6.51,Delivered,TRK747230982
15898,21076,24,12,16/02/22,17/02/22,19/02/22,16.19,Delivered,TRK987294729
15899,21078,15,3,22/12/22,24/12/22,25/12/22,7.57,In Transit,TRK218724043
15900,21079,17,20,17/06/22,25/06/22,25/06/22,41.7,Lost,TRK239020700
15901,21080,21,1,21/02/22,03/03/22,03/03/22,23.47,Delivered,TRK420397763
15902,21081,24,7,02/08/24,06/08/24,08/08/24,43.98,Delivered,TRK589230334
15903,21084,10,6,04/03/23,12/03/23,19/03/23,32.98,In Transit,TRK574148207
15904,21085,19,3,08/03/23,15/03/23,14/03/23,13.26,Delivered,TRK348793304
15905,21087,11,4,08/12/23,15/12/23,,7.14,Delivered,TRK813556674
15906,21088,15,2,22/10/22,27/10/22,,13.26,Delivered,TRK599859049
15907,21090,17,4,01/05/24,08/05/24,08/05/24,18.85,In Transit,TRK555272464
15908,21091,22,3,15/09/22,19/09/22,18/09/22,44.95,In Transit,TRK825417606
15909,21092,15,7,03/10/22,09/10/22,10/10/22,11.98,In Transit,TRK864579295
15910,21094,20,8,02/01/23,10/01/23,,45.8,In Transit,TRK306710898
15911,21095,10,15,30/12/24,02/01/25,03/01/25,14.94,Delivered,TRK318194942
15912,21097,12,3,25/04/22,05/05/22,06/05/22,24.78,Delivered,TRK672993272
15913,21098,9,2,01/02/23,09/02/23,08/02/23,15.31,Delivered,TRK602368607
15914,21099,15,9,06/02/22,16/02/22,15/02/22,31.54,Delayed,TRK933409714
15915,21100,13,13,16/09/22,24/09/22,24/09/22,46.84,Delivered,TRK819801377
15916,21102,20,11,09/01/22,11/01/22,10/01/22,25.74,Delivered,TRK408150313
15917,21104,23,16,21/08/22,30/08/22,,33.96,Delivered,TRK359582762
15918,21105,8,7,12/08/24,22/08/24,22/08/24,43.47,Delivered,TRK425532996
15919,21106,1,17,09/04/23,11/04/23,11/04/23,40.09,Delivered,TRK698583543
15920,21107,15,5,22/11/22,29/11/22,05/12/22,9.92,Delivered,TRK302432557
15921,21108,14,17,14/04/23,17/04/23,17/04/23,32.99,Delivered,TRK978245969
15922,21109,4,20,20/09/24,23/09/24,23/09/24,10.26,In Transit,TRK399005663
15923,21110,7,12,13/10/23,19/10/23,18/10/23,5.84,Delivered,TRK949421860
15924,21112,2,3,09/06/23,17/06/23,,38.6,In Transit,TRK872042111
15925,21113,4,11,15/10/22,17/10/22,24/10/22,34,Delivered,TRK570420443
15926,21114,12,12,01/11/22,09/11/22,,38.77,Delivered,TRK693561640
15927,21117,19,19,19/05/22,25/05/22,,36.6,Delivered,TRK211719759
15928,21118,21,15,25/03/24,01/04/24,31/03/24,8.71,Delayed,TRK501054620
15929,21119,9,7,01/04/22,08/04/22,10/04/22,12.28,Delayed,TRK269024180
15930,21120,2,1,06/04/22,09/04/22,10/04/22,15.54,Delivered,TRK112187417
15931,21121,13,14,19/07/22,23/07/22,,10.75,In Transit,TRK698467436
15932,21122,12,15,09/06/24,18/06/24,20/06/24,15.13,Delivered,TRK514987461
15933,21123,8,4,23/02/22,05/03/22,,40.4,In Transit,TRK918659769
15934,21124,13,17,07/04/24,16/04/24,17/04/24,28.64,Delivered,TRK248704827
15935,21125,9,9,09/03/24,14/03/24,13/03/24,10.69,Delivered,TRK555106316
15936,21126,2,2,18/06/24,24/06/24,25/06/24,35.02,Delivered,TRK438328561
15937,21127,14,5,22/03/23,31/03/23,01/04/23,46.27,Delivered,TRK884376789
15938,21128,15,5,11/12/22,15/12/22,,13.29,In Transit,TRK167191581
15939,21129,14,19,26/01/23,28/01/23,28/01/23,40.03,Delivered,TRK143862340
15940,21130,21,8,19/05/24,21/05/24,21/05/24,11.49,Delivered,TRK914871082
15941,21132,11,18,20/02/24,26/02/24,,11.41,Delivered,TRK810192468
15942,21133,10,8,13/02/24,19/02/24,26/02/24,38.71,In Transit,TRK853024228
15943,21134,12,2,05/12/23,15/12/23,17/12/23,10.13,Delivered,TRK341412269
15944,21135,16,15,17/09/24,21/09/24,20/09/24,36.78,Delivered,TRK374807014
15945,21136,23,18,25/02/22,04/03/22,06/03/22,9.22,Delayed,TRK983676539
15946,21137,23,6,19/05/24,20/05/24,26/05/24,43.59,In Transit,TRK741051957
15947,21138,17,12,30/11/22,10/12/22,09/12/22,28.61,Delivered,TRK476512255
15948,21139,19,13,16/12/22,19/12/22,20/12/22,46.69,Delivered,TRK204986983
15949,21140,11,17,23/10/23,31/10/23,02/11/23,19.56,Delayed,TRK279296284
15950,21141,22,17,25/08/22,27/08/22,28/08/22,6.88,Delivered,TRK738059408
15951,21143,15,7,17/07/24,26/07/24,25/07/24,37.09,In Transit,TRK124794476
15952,21144,16,12,04/04/23,10/04/23,09/04/23,44.87,In Transit,TRK149446053
15953,21145,7,10,24/02/24,03/03/24,05/03/24,30.71,Delivered,TRK240652775
15954,21147,19,18,27/04/22,29/04/22,03/05/22,15.24,Delivered,TRK888905667
15955,21148,4,2,05/09/22,09/09/22,11/09/22,14.11,In Transit,TRK549953096
15956,21149,12,9,13/12/22,20/12/22,19/12/22,11.66,Delivered,TRK809917525
15957,21150,10,5,04/04/24,11/04/24,11/04/24,31.36,Delivered,TRK226587789
15958,21151,21,2,24/04/24,26/04/24,28/04/24,39.16,Delivered,TRK751366177
15959,21152,21,2,02/02/22,07/02/22,07/02/22,20.74,Delayed,TRK879757870
15960,21153,6,5,10/10/23,18/10/23,,5.76,Delivered,TRK616348409
15961,21154,20,10,11/05/24,16/05/24,16/05/24,13.18,In Transit,TRK563805272
15962,21156,1,2,17/05/24,22/05/24,21/05/24,34.14,Delivered,TRK463638301
15963,21157,13,1,15/01/22,24/01/22,23/01/22,30.87,Delivered,TRK648057908
15964,21158,24,5,25/12/24,28/12/24,01/01/25,8.36,Lost,TRK511263562
15965,21161,4,3,29/07/24,31/07/24,01/08/24,40.13,Delivered,TRK544223841
15966,21162,19,16,09/06/24,14/06/24,16/06/24,31.97,Delivered,TRK288321639
15967,21163,4,5,27/07/24,31/07/24,,9.65,In Transit,TRK388896223
15968,21164,12,2,19/04/22,29/04/22,,11.88,Delivered,TRK651141912
15969,21165,1,4,23/08/23,27/08/23,26/08/23,29.87,Delivered,TRK198023591
15970,21166,20,2,26/09/24,04/10/24,03/10/24,39.24,Delivered,TRK355776621
15971,21167,8,20,06/09/23,15/09/23,,41.69,Delivered,TRK886876581
15972,21168,25,12,05/03/23,10/03/23,11/03/23,40.64,Delivered,TRK423041754
15973,21169,8,11,05/10/24,08/10/24,15/10/24,45.38,Delivered,TRK106372813
15974,21170,19,2,05/06/24,11/06/24,11/06/24,5.7,Delivered,TRK541554779
15975,21171,1,15,18/10/23,28/10/23,29/10/23,41.31,Delivered,TRK558509494
15976,21172,17,12,30/10/23,06/11/23,07/11/23,6.1,Delivered,TRK503513124
15977,21173,12,17,27/04/24,04/05/24,06/05/24,27.99,In Transit,TRK879644172
15978,21174,10,3,10/05/22,19/05/22,24/05/22,5.25,In Transit,TRK546019094
15979,21175,17,4,04/10/24,06/10/24,09/10/24,5.19,In Transit,TRK246215619
15980,21176,12,3,21/11/23,30/11/23,,38.62,Delivered,TRK355270662
15981,21177,21,7,10/03/24,19/03/24,,17.84,Delivered,TRK866850386
15982,21178,14,3,11/02/22,16/02/22,,11.78,Delivered,TRK923300460
15983,21180,16,20,14/05/22,18/05/22,17/05/22,20.67,Delivered,TRK351784958
15984,21181,1,18,19/04/22,22/04/22,23/04/22,42.14,Delivered,TRK699234294
15985,21182,23,3,10/06/24,12/06/24,14/06/24,5.83,Delivered,TRK340149728
15986,21184,13,15,02/09/22,11/09/22,11/09/22,17.32,In Transit,TRK745594591
15987,21185,21,6,19/10/24,28/10/24,30/10/24,10.23,Delivered,TRK720898682
15988,21186,16,3,01/04/23,03/04/23,,28.25,Delayed,TRK229832131
15989,21187,10,17,29/04/23,09/05/23,09/05/23,5.94,In Transit,TRK966453864
15990,21188,19,20,07/07/23,16/07/23,17/07/23,42.31,In Transit,TRK951073430
15991,21190,3,10,28/06/23,07/07/23,07/07/23,40.66,Delivered,TRK631827487
15992,21191,16,1,16/06/23,24/06/23,26/06/23,38.32,Delayed,TRK801143171
15993,21193,2,16,06/12/23,07/12/23,,33.49,Delivered,TRK263320732
15994,21194,24,7,02/11/23,09/11/23,11/11/23,8.94,In Transit,TRK289982557
15995,21196,7,1,21/07/24,28/07/24,28/07/24,24.33,Delivered,TRK326511513
15996,21197,2,10,19/02/24,27/02/24,28/02/24,34.17,Delivered,TRK570336479
15997,21198,21,16,06/04/24,15/04/24,15/04/24,21.36,Delivered,TRK962788749
15998,21199,22,2,04/11/24,10/11/24,,26.61,Delivered,TRK729487101
15999,21200,25,1,26/07/24,02/08/24,,22.52,Delivered,TRK358523283
16000,21201,16,11,21/09/24,23/09/24,22/09/24,8.26,In Transit,TRK486751237
16001,21202,24,11,16/11/24,24/11/24,23/11/24,22.17,In Transit,TRK491033795
16002,21203,7,10,21/07/24,25/07/24,27/07/24,13.67,In Transit,TRK242983178
16003,21204,25,14,24/12/24,28/12/24,30/12/24,35.6,Delivered,TRK114021155
16004,21205,1,9,26/01/22,03/02/22,,49.5,Delivered,TRK584841207
16005,21206,13,20,07/10/24,13/10/24,14/10/24,35.93,Delivered,TRK891481008
16006,21208,20,5,24/10/23,28/10/23,02/11/23,40.65,In Transit,TRK410013120
16007,21209,5,17,07/04/22,11/04/22,,16.87,In Transit,TRK866300538
16008,21210,18,12,24/11/24,02/12/24,,36.65,Delivered,TRK182885477
16009,21211,5,7,03/09/22,05/09/22,05/09/22,24.59,Delivered,TRK648882374
16010,21213,16,7,29/03/22,30/03/22,30/03/22,23.18,Delivered,TRK468238537
16011,21214,21,11,06/08/22,12/08/22,14/08/22,41.88,Delivered,TRK847536044
16012,21215,21,7,27/09/23,29/09/23,29/09/23,21.21,Lost,TRK331102800
16013,21216,19,5,05/07/22,14/07/22,19/07/22,11.28,Delivered,TRK462328663
16014,21217,5,20,04/06/22,10/06/22,,15.74,Delayed,TRK364880389
16015,21219,10,8,03/11/24,09/11/24,09/11/24,27.95,Delivered,TRK722884149
16016,21222,3,16,03/01/24,06/01/24,,41.53,Delivered,TRK462269279
16017,21225,10,8,11/06/23,13/06/23,,16.63,Delivered,TRK582148302
16018,21228,22,3,06/06/23,09/06/23,08/06/23,49.84,Delayed,TRK992907813
16019,21230,24,15,06/09/23,16/09/23,15/09/23,41.84,Delayed,TRK225652519
16020,21231,25,2,01/03/23,05/03/23,06/03/23,38.19,Delivered,TRK401972065
16021,21233,14,19,10/10/22,16/10/22,22/10/22,39.63,In Transit,TRK708785499
16022,21234,7,17,10/01/22,16/01/22,18/01/22,36.41,Delivered,TRK577562167
16023,21235,14,18,17/03/23,18/03/23,20/03/23,35.07,In Transit,TRK357669048
16024,21236,1,11,23/03/22,29/03/22,,24.33,Delayed,TRK600990408
16025,21238,7,19,05/11/24,13/11/24,,17.27,Delivered,TRK838273896
16026,21242,5,13,27/05/22,05/06/22,12/06/22,37.25,Delivered,TRK414385733
16027,21243,9,17,08/02/22,14/02/22,16/02/22,7.5,Delivered,TRK717732129
16028,21245,22,6,08/03/22,09/03/22,08/03/22,31.08,Delayed,TRK668016558
16029,21246,19,4,04/03/23,11/03/23,,8.37,Delivered,TRK463649303
16030,21247,10,7,29/12/24,08/01/25,08/01/25,13.07,Delivered,TRK345928942
16031,21249,9,1,29/03/22,07/04/22,07/04/22,42.87,Delivered,TRK550814767
16032,21250,25,2,17/12/22,27/12/22,30/12/22,49.93,In Transit,TRK872440721
16033,21254,2,12,19/04/23,29/04/23,,49.69,Delivered,TRK428744108
16034,21255,22,15,02/07/24,03/07/24,02/07/24,24.3,Delivered,TRK377925811
16035,21256,14,11,14/03/22,22/03/22,,32.87,Delivered,TRK824530505
16036,21257,6,2,05/04/22,09/04/22,10/04/22,30.2,Delivered,TRK476723758
16037,21260,3,13,10/08/24,19/08/24,19/08/24,9.45,Delivered,TRK141729306
16038,21261,18,7,18/02/24,22/02/24,24/02/24,42.27,In Transit,TRK779864632
16039,21262,13,11,10/05/24,20/05/24,21/05/24,6.2,Delivered,TRK988491205
16040,21263,6,19,22/08/24,27/08/24,,18.45,In Transit,TRK692598799
16041,21267,5,12,13/03/22,18/03/22,17/03/22,10.45,Delivered,TRK170944784
16042,21268,17,1,24/12/22,30/12/22,30/12/22,37.43,Delayed,TRK876461411
16043,21269,7,11,03/10/23,13/10/23,,44.08,Delayed,TRK837696922
16044,21270,19,6,01/04/24,03/04/24,05/04/24,43.21,Delivered,TRK455009829
16045,21271,11,9,23/04/24,03/05/24,,29.59,Delivered,TRK763973684
16046,21272,1,20,29/09/23,04/10/23,,15.17,In Transit,TRK751281745
